127.0.0.1 - - [01/Feb/2023:09:22:06 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:33:51 +0900] "GET /first_project/resources/js/diary/detail.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:34:08 +0900] "GET /first_project/diary/detail?dno=1 HTTP/1.1" 200 3846
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:34:08 +0900] "GET /first_project/resources/js/diary/detail.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:34:50 +0900] "GET /first_project/diary/detail?dno=1 HTTP/1.1" 200 3846
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:34:50 +0900] "GET /first_project/resources/js/diary/detail.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:34:51 +0900] "GET /first_project/diary/detail?dno=1 HTTP/1.1" 200 3846
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:34:51 +0900] "GET /first_project/resources/js/diary/detail.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:34:53 +0900] "GET /first_project/diary/detail?dno=1 HTTP/1.1" 200 3846
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:34:53 +0900] "GET /first_project/resources/js/diary/detail.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:34:53 +0900] "GET /first_project/resources/js/common.js HTTP/1.1" 200 568
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:34:53 +0900] "GET /first_project/resources/css/style.css HTTP/1.1" 200 488
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:34:53 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:33 +0900] "GET /first_project/diary/detail?dno=1 HTTP/1.1" 200 3775
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:39 +0900] "GET /first_project/diary/ HTTP/1.1" 200 3207
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:39 +0900] "GET /first_project/resources/js/diary/list.js HTTP/1.1" 200 346
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:39 +0900] "GET /first_project/board/ HTTP/1.1" 200 5758
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:39 +0900] "GET /first_project/resources/js/board/list.js HTTP/1.1" 200 337
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:39 +0900] "GET /first_project/qna/ HTTP/1.1" 200 3692
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:40 +0900] "GET /first_project/resources/js/qna/list.js HTTP/1.1" 200 335
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:40 +0900] "GET /first_project/diary/ HTTP/1.1" 200 3207
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:40 +0900] "GET /first_project/album/ HTTP/1.1" 200 5439
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:40 +0900] "GET /first_project/fileDownload?no=3&imageFileName=linda-xu-278580.jpg&path=album HTTP/1.1" 200 14833
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:40 +0900] "GET /first_project/resources/js/album/list.js HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:40 +0900] "GET /first_project/fileDownload?no=1&imageFileName=background.jpg&path=album HTTP/1.1" 200 87513
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:40 +0900] "GET /first_project/fileDownload?no=2&imageFileName=moon.jpg&path=album HTTP/1.1" 200 652729
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:41 +0900] "GET /first_project/todo/ HTTP/1.1" 200 2523
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:41 +0900] "GET /first_project/todo/ HTTP/1.1" 200 2523
0:0:0:0:0:0:0:1 - - [01/Feb/2023:12:35:42 +0900] "GET /first_project/main HTTP/1.1" 200 2534
